class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0000140	reporter role	http://purl.obofoundry.org/obo/OBI_0000140	OBI_0000086		http://purl.obofoundry.org/obo/OBI_0000086		Reporter is a reagent role played by a chemical characterized by a property such as color, fluorescence or radioactivity which is used to measure uptake, local conditions or to indicate location.		source pending									example_of_usage to be added				Reporter					Jennifer Fostel														
OBI_0400158	digital-to-analog_converter	http://purl.obofoundry.org/obo/OBI_0400158	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		A digital-to-analog_converter is an instrument that converts a finite resolution digital signal into an infinite resolution analog signal.		PERSON: Daniel Schober									A digital-to-analog_converter is used to convert a computergenerated discrete signal into a continuous analog one, e.g. a sound.				digital-to-analog_converter					Daniel Schober														
OBI_0600015	group assignment	http://purl.obofoundry.org/obo/OBI_0600015	OBI_0600062		http://purl.obofoundry.org/obo/OBI_0600062		assigning objects to groups		Philippe									splitting an enrolled population into a treated and controlled sub-group; randomized group assignment				group assignment					Philippe														
OBI_0000271	Causality assessment	http://purl.obofoundry.org/obo/OBI_0000271	OBI_0000150		http://purl.obofoundry.org/obo/OBI_0000150		Causality assessment is an assessment role in which the contribution of a study factor towards causing the observed outcome or data is estimated and reported		source pending									example_of_usage to be added				Causality assessment					Jennifer Fostel														
OBI_0000040	drug role	http://purl.obofoundry.org/obo/OBI_0000040	Role		http://www.ifomis.org/bfo/1.1/snap#Role		Drug role is a role assigned to a biologic or chemical entity by a regulatory agency that is designed to diagnose, treat or prevent an abnormal medical condition		OBI, CDISC									Acetaminophen; medicinal human growth hormone; \nA drug, broadly speaking, is any substance that alters normal bodily function. Wikipedia March 2008				Drug role					Jennifer Fostel														
OBI_0000120	Finding	http://purl.obofoundry.org/obo/OBI_0000120	OBI_0000150		http://purl.obofoundry.org/obo/OBI_0000150		Finding is an assessment of data, observations or evaluations from a clinical study which can be used to form a diagnosis		source pending						CDISC definition: a meaningful interpretation of data or observations resulting from planned evaluations.			example_of_usage to be added				Finding					Jennifer Fostel														
OBI_0200018	loess group transformation one-channel	http://purl.obofoundry.org/obo/OBI_0200018	OBI_0200024		http://purl.obofoundry.org/obo/OBI_0200024		A loess group transformation one-channel is a loess group transformation in the special case where the input is the result of an MA transformation applied to intensities from two related one-channel assays.		OTHER: Editor's generalization based on MGED Ontology term									A loess group transformation one-channel is a loess group transformation in the special case where the input is the result of an MA transformation applied to intensities from two related one-channel assays.				loess group transformation one-channel					Elisabetta Manduchi														
OBI_0000356	hypothesis generating investigation	http://purl.obofoundry.org/obo/OBI_0000356	OBI_0000066		http://purl.obofoundry.org/obo/OBI_0000066		is an investigation in which data is generated and analyzed with the purpose of generating new hypothesis		OBI branch derived													hypothesis generating investigation					PlanAndPlannedProcess Branch														
OBI_0400048	Guava_EasyCyte_Mini	http://purl.obofoundry.org/obo/OBI_0400048	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A Guava_EasyCyte_Mini is a flow_cytometer_analyser that includes a single 488 nm laser, and filters and PMTs to collect up to 3 flourescent parameters. It includes a photodiode forward scatter collector and an optional photodiode for side scatter collection.Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The mini accepts tubes only for inputing cells or beads. The Guava_EasyCyte_Mini cytometer is a small portable cytometer particularly useful for field measurement.		http://www.guavatechnologies.com/main/products/easyCyteMini.cfm													Guava_EasyCyte_Mini					John Quinn														
OBI_0000003	Statistical factor	http://purl.obofoundry.org/obo/OBI_0000003	OBI_0000170		http://purl.obofoundry.org/obo/OBI_0000170		Statistical factor is an outcome role consisting of being a variable used in the main analysis of the study		source pending									example_of_usage to be added				Statistical factor					Jennifer Fostel														
OBI_0000246	contour plot	http://purl.obofoundry.org/obo/OBI_0000246	OBI_0000240		http://purl.obofoundry.org/obo/OBI_0000240		A contour plot is a report graph which is a graphical representation of a 3-dimensional surface by plotting constant z slices, called contours, on a 2-dimensional format. That is, given a value for z, lines are drawn for connecting the (x,y) coordinates where that z value occurs.		group:Flow Cytometry community						generically_dependent_continuants			Contour plot of SSC-H, FSC-H, and FL1-H.				contour plot					person:Chris Stoeckert	person:Allyson													
OBI_0400070	Luminex_200	http://purl.obofoundry.org/obo/OBI_0400070	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A Luminex_200 is a flow_cytometer_analyser manufactured by Luminex. The optical specifications are: Reporter laser: 532 nm, nominal output 10 - 15 mW, maximum 500 mW, frequency-doubled diode; mode of operation, continuous wave (CW). Classification laser: 635 nm, 9.1 __ 6%, maximum output 25 mW, diode; mode of operation, continuous wave (CW) Reporter detector: Photomultiplier tube, detection bandwidth of 565 - 585 nm Classification detector and doublet discriminator: Avalanche photo diodes with temperature compensation		http://www.luminexcorp.com/support/faqs.html													Luminex_200					John Quinn														
OBI_0600046	chromatography	http://purl.obofoundry.org/obo/OBI_0600046	OBI_0600014		http://purl.obofoundry.org/obo/OBI_0600014		the use of a biomaterial's preferential affinity for either the mobile phase or the stationary phase to separate it from other materials of differing affinity		OBI branch derived						Jay/Bjoern think this is problematic.  There are so many different types of chromatography.  This term may be overloaded.  May be best to define each type separately underneath material_separation.  Also, example seems to be an assay.			The use of gas chromatography in order to identify the presence of pesticides in a sample of eggs				chromatography					PERSON:Kevin Clancy														
OBI_0200137	network subgraph quality calculation	http://purl.obofoundry.org/obo/OBI_0200137	OBI_0200080		http://purl.obofoundry.org/obo/OBI_0200080		A network analysis in which an input data set describing node objects and edge relationships between node objects is used to determine the output quality of a subgraph partition of the network.		PERSON: Richard Scheuermann													network subgraph quality calculation					Richard Scheuermann														
OBI_0000173	role of being excluded study participant	http://purl.obofoundry.org/obo/OBI_0000173	OBI_0000229		http://purl.obofoundry.org/obo/OBI_0000229		Excluded study participant is a study participant role of not meeting the inclusion criteria or being excluded by the exclusion criteria		source pending						CDISC definition:  screen failure. Potential subject who did not meet one or more criteria required for participation in a trial. See also screening of subjects. screen/screening (of substances). Screening is the process by which substances are evaluated in a			Person too old for trial inclusion				Excluded study participant					Jennifer Fostel														
OBI_0000160	Treatment variable	http://purl.obofoundry.org/obo/OBI_0000160	OBI_0000165		http://purl.obofoundry.org/obo/OBI_0000165		Treatment variable is a direct experimental factor in which the varying parameter is a component of a treatment, intervention or perturbational protocol.		source pending						CDISC definition:  investigational treatment. An intervention under investigation in a clinical trial.			A test of exposure to different compounds or procedures				Treatment variable					Jennifer Fostel														
OBI_0000302	_PATO_quality	http://purl.obofoundry.org/obo/OBI_0000302	Quality		http://www.ifomis.org/bfo/1.1/snap#Quality																																				
CL_0000236	B cell	http://purl.org/obo/owl/CL#CL_0000236	CL_0000000		http://purl.org/obo/owl/CL#CL_0000000		A type of lymphocyte whose defining characteristic is the expression of an immunoglobulin complex.															B cell																			
OBI_0000267	Biologic	http://purl.obofoundry.org/obo/OBI_0000267	OBI_0000152		http://purl.obofoundry.org/obo/OBI_0000152		Biologic is an intervention variable in which the varying parameter is a drug or investigational compound		source pending						CDISC: variable. 1. Any quantity that varies; any attribute, phenomenon or event that can have different qualitative or quantitative values. 2. In SDTM variables are used to describe observations. Such describing variables have roles that determine the type of information conveyed by the variable about each observation and how it can be used; FCR: Variables concepts that can be assigned values and thus must be defined operationally by the methods for measuring or evaluating them; CDISC: study variable. A term used in trial design to denote a variable to be captured on the CRF. See also variable, supporting variable			Test of investigational drug				Biologic					Jennifer Fostel														
